Date,Year,Aircraft,Crash location,Total fatalities,Primary Weather,Matched Keywords,Circumstances
1932-12-14,1932,Boeing 40,Rocky Ridge California,1,Fog/Cloud,visibility,"Few minutes after his departure from Oakland Airport, bound for Reno, the pilot encountered poor visibility. He reduced his altitude, apparently to establish a visual contact with the ground, when the airplane impacted the slope of a mountain located in Rocky Ridge, about 11 miles northeast of Oakland Airport. The aircraft was destroyed and the pilot was killed."
1932-12-14,1932,Ford 5,Amarillo Texas,2,Snow/Ice,"snow, visibility","The crew was completing the approach to Amarillo-English Field Airport in a reduced visibility due to heavy snow falls. Upon landing, the aircraft went out of control and crashed, coming to rest upside down in a snow covered field. Both crew members were killed."
1932-12-15,1932,Avro 504,Abu Sueir Ismailia,1,Rain,rain,"The pilot departed RAF Abu Sueir on a local solo training mission. The aircraft crashed in unknown circumstances, killing the pilot."
1933-01-12,1933,Putilov Stal-2,Lake Baikal All Russia,1,Snow/Ice,"snow, icing","The crew departed Moscow on a test flight to Petropavlovsk-Kamchatsky. En route, weather conditions worsened with heavy snow falls and icing conditions. The aircraft lost altitude and crashed into the Lake Baikal. One occupant survived and the second was killed."
1933-01-13,1933,Junkers W.33,Tanagra Central Greece / Ste<U+03C1>e<U+03AC> <U+0395><U+03BB><U+03BB><U+03AC>da,0,Fog/Cloud,fog,"The crew departed Berlin on a mail flight to Athens with an intermediate stop in Thessaloniki. On the leg to Athens, the crew lost his orientation due to foggy conditions and was unable to localize the airport of Dekelia-Tatoi near Athens. So, he decided to return to Thessaloniki when, at night, the aircraft crash landed in a pasture near Tanagra. Both occupants escaped uninjured and the aircraft was damaged beyond repair."
1933-01-13,1933,Fairchild 71,Moose Lake Manitoba,1,Snow/Ice,"ice, blizzard","The aircraft was engaged in a taxi flight to Winnipeg, carrying three passengers and two crew members, among them an RCMP Police Officer and his prisoner. A blizzard and an early twilight forced the pilot to attempt an emergency landing. Upon landing on the frozen Moose Lake, one wing was ripped from the airplane that dashed madly on to destruction. The pilot William Spencer, owner of the Company, was killed while all four other occupants were injured. Crew: William A. Spencer, pilot, † W. L. Cooke, mechanic. Passengers: Cpl P. Greaves, RCMP Police Officer, John Robinson, prospector, Buster Whiteway, prisoner."
1933-01-14,1933,De Havilland DH.60 Moth,Lake Magadi Kajiado,0,Rain,rain,"En route from Moshi to Nairobi, the crew encountered marginal weather conditions when the aircraft impacted the slope of a hilly terrain some 24 km north of Lake Magadi. Both occupants were rescued and the aircraft was damaged beyond repair."
1933-01-18,1933,Avro 504,Goetsenhoven AFB (Tienen) Flemish Brabant,1,Rain,rain,"The single engine airplane crashed in unknown circumstances at Goetsenhoven AFB while completing a local training flight. The pilot Joseph Ghislain Bataire, sole on board, was killed."
1933-01-20,1933,Stearman 4,Marietta Georgia,1,Fog/Cloud,"fog, visibility","The pilot was completing a mail flight from Chattanooga to Atlanta. On approach to Atlanta, he encountered poor visibility due to foggy conditions when the airplane impacted trees and crashed on Mt Little Kennesaw, in Marietta. The aircraft was destroyed and the pilot Glen Fields was killed."
1933-01-20,1933,Stearman 4,Boerne Texas,1,Fog/Cloud,"fog, visibility","The pilot, sole on board, departed San Angelo on a night mail flight to San Antonio. En route, he encountered poor visibility due to foggy conditions when the airplane impacted the slope of a mountain near Boerne. The aircraft was destroyed and the pilot was killed."
1933-01-24,1933,Ford 5,Eugene Oregon,2,Snow/Ice,"ice, cloud","The three engine airplane was ready for a schedule service from Portland to Medford. As the weather was iffy, all passengers tickets were canceled but the crew has to deliver the mail. The airplane departed Portland-Swan Island Airport at 1015LT bound for Eugene. Approaching Eugene, the crew encountered marginal weather conditions with low clouds but was able to land without further problems. After the mail was deplaned, the crew was cleared for takeoff. Following a normal takeoff run, the pilot-in-command initiated the rotation when the right engine failed. The airplane stalled, collided with a runway light and eventually crashed onto a vacant house. All three crew members were injured, both pilots seriously. The following day, they both died from their injuries. The aircraft named 'Dawson' was destroyed. Crew: Harold Adams, pilot, † Kenneth Householder, copilot, † Cornelia Pederman, stewardess."
1933-01-25,1933,Supermarine Air Yacht,Positano Campania,0,Storm/Wind,wind,"Named 'Windward III', the seaplane was performing a flight from England to Egypt. While taking off from Positano, the floatplane went out of control and crashed into the sea. The passenger suffered a broken leg while both crew members were uninjured. As the aircraft was not repairable, it was later scrapped. The exact circumstances of the accident remain unknown."
1933-02-08,1933,Kalinin K-5,Göyçay Aran,4,Snow/Ice,"ice, fog, visibility","The aircraft departed Baku on a regular service to Tiflis (Tbilisi), carrying three passengers and two crew members. En route to Ganzhda and Yevlakh, the pilot encountered poor visibility due to foggy conditions. He reduced his altitude in an attempt to maintain a visual contact with the ground and followed the railway line. Approaching Göyçay, at a height below 30 metres, he realized he was facing trees so he initiated a sharp turn to the right when the aircraft impacted poplar trees. The right wing was partially torn off and the aircraft crashed. A female passenger was injured while four other occupants were killed."
1933-02-08,1933,Vickers Virginia,Wexcombe Wiltshire,4,Fog/Cloud,fog,"En route from RAF Upavon to Manston, the crew encountered foggy conditions. The pilot was apparently attempting an emergency landing when the airplane clipped a tree and crashed in a field, bursting into flames. A crew member was injured while four other occupants were killed. Crew: Sgt Albert Roy Allen, † F/O Thorold Paul Pilcher, † Cpl Cyril Smith, † AC2 Edward Cecil Sholl, † LAC John William Henry Hipwell."
1933-02-13,1933,Kalinin K-5,Moscow Moscow oblast,2,Fog/Cloud,"fog, visibility","The crew departed Moscow at 0815LT on a mail flight to Kharkiv. Approaching Podolsk, weather conditions deteriorated and the captain decided to return to Moscow. But on approach, weather conditions were also poor in Moscow and the visibility was very limited due to fog. On approach, at a height of about 110-120 metres, the airplane collided with an antenna, causing the right wing to be partially torn off. Out of control, the aircraft descended and crashed 65 metres further. Both crew members were killed."
1933-02-25,1933,Boeing 95,Toledo Ohio,0,Rain,"rain, fog, visibility","The pilot was completing a night mail flight from Newark to Chicago with an en route stop in Toledo. The takeoff was initiated in limited visibility due to the night, rain falls and fog. Just after liftoff, the airplane collided with a boundary fence and crashed. The aircraft was destroyed and the pilot Nicholas A. Laurenzana was injured."
1933-02-26,1933,Northrop Alpha 4,Cross Fork Pennsylvania,0,Fog/Cloud,"fog, visibility","While on a night mail flight from New York to Cleveland, the pilot encountered poor visibility due to foggy conditions. He got lost and eventually decided to bail out because the airplane ran out of fuel. He abandoned the airplane that entered a dive and crashed in a wooded area located near Cross Fork. The pilot was uninjured and the aircraft was destroyed."
1933-02-27,1933,Focke-Wulf A.16,Polkowice Lower Silesian Voivodeship (Dolnoslaskie),1,Snow/Ice,ice,"The single engine airplane departed Breslau-Gandau Airport on a flight to Berlin, carrying various radio equipment. The pilot Wilhelm Przibilla, owner of the company, was sole on board. En route, he encountered technical problems when the impacted trees and crashed in a wooded area located in Barschau (now Barszów), near Polkowice. The pilot was killed."
1933-03-19,1933,Northrop Alpha 2,Petersburg Virginia,3,Fog/Cloud,fog,"The crew departed Spartanburg on a flight to Bolling AFB. En route, the pilot encountered foggy conditions and attempted and emergency landing when the aircraft crashed, bursting into flames. All three crew members were killed."
1933-03-20,1933,Breguet 19,Tatoi AFB (Athens) Attica / <U+0391>tt<U+03B9><U+03BA><U+03AE>,1,Rain,rain,Crashed upon landing while performing a local training mission. A pilot was killed and the second occupant was injured.
1933-03-22,1933,Pitcairn PA-6 Mailwing,Conneaut Ohio,0,Snow/Ice,snow,"While on a night cargo flight from Cleveland to Buffalo, flying into snow falls, the airplane suffered an engine failure. The pilot bailed out and abandoned the aircraft that entered a dive and crashed in an open field located near the shore of Erie Lake. The aircraft was destroyed and the pilot was uninjured."
1933-03-25,1933,Lockheed 9 Orion,Hayward California,14,Rain,rain,"On final approach to Oakland Airport, at night and in heavy rain falls, the pilot failed to realize he was flying too low. The landing gear hit the roof of a house and the aircraft crashed in the district of Hayward, less than 5 km from the runway threshold. Few houses were destroyed and among the debris, rescue teams did not find any survivors. All three occupants were killed as well as 11 people on the ground including children. It seems that the pilot was unable to establish a visual contact with the ground due to sudden change in weather conditions."
1933-03-26,1933,Avro 504,Belfast-Aldergrove Antrim,0,Rain,rain,"The pilot departed Belfast-Aldergrove on a local solo training flight. On final approach, the airplane stalled and crashed short of runway. The pilot was injured."
1933-04-10,1933,Caudron C.280 Phalène,Le Penon Landes,3,Snow/Ice,ice,"The single engine airplane departed Paris-Orly on a private flight to Biarritz, carrying three passengers and one pilot. En route, he encountered various technical problems and this brand new aircraft that had just been delivered. While approaching Biarritz, he encountered an unexpected situation and abandoned the aircraft that crashed near a wooded area located in Le Penon, some 28 km north of Biarritz. The pilot was found uninjured while all three passengers were killed. Crew: Henri Gelley, pilot. Passengers: André Chalaux, Maurice Dubois Louis Pluquet."
